Kod;Wyszczególnienie;Rok;Wartosc;Jednostka miary
3060000000;liczba ludności na łóżko w szpitalach ogólnych;2008;189;osoba
3060000000;liczba ludności na łóżko w szpitalach ogólnych;2009;188;osoba
3060000000;liczba ludności na łóżko w szpitalach ogólnych;2010;193;osoba
3060000000;liczba ludności na łóżko w szpitalach ogólnych;2011;192;osoba
3060000000;liczba ludności na łóżko w szpitalach ogólnych;2012;183;osoba
3060000000;liczba ludności na łóżko w szpitalach ogólnych;2013;187;osoba
3060000000;liczba ludności na łóżko w szpitalach ogólnych;2014;189;osoba
3060000000;liczba ludności na łóżko w szpitalach ogólnych;2015;189;osoba
3180000000;liczba ludności na łóżko w szpitalach ogólnych;2002;239;osoba
3180000000;liczba ludności na łóżko w szpitalach ogólnych;2003;241;osoba
3180000000;liczba ludności na łóżko w szpitalach ogólnych;2004;237;osoba
3180000000;liczba ludności na łóżko w szpitalach ogólnych;2005;237;osoba
3180000000;liczba ludności na łóżko w szpitalach ogólnych;2006;234;osoba
3180000000;liczba ludności na łóżko w szpitalach ogólnych;2007;232;osoba
3180000000;liczba ludności na łóżko w szpitalach ogólnych;2008;215;osoba
3180000000;liczba ludności na łóżko w szpitalach ogólnych;2009;216;osoba
3180000000;liczba ludności na łóżko w szpitalach ogólnych;2010;223;osoba
3180000000;liczba ludności na łóżko w szpitalach ogólnych;2011;223;osoba
3180000000;liczba ludności na łóżko w szpitalach ogólnych;2012;211;osoba
3180000000;liczba ludności na łóżko w szpitalach ogólnych;2013;209;osoba
3180000000;liczba ludności na łóżko w szpitalach ogólnych;2014;207;osoba
3180000000;liczba ludności na łóżko w szpitalach ogólnych;2015;208;osoba
3200000000;liczba ludności na łóżko w szpitalach ogólnych;2002;185;osoba
3200000000;liczba ludności na łóżko w szpitalach ogólnych;2003;189;osoba
3200000000;liczba ludności na łóżko w szpitalach ogólnych;2004;193;osoba
3200000000;liczba ludności na łóżko w szpitalach ogólnych;2005;196;osoba
3200000000;liczba ludności na łóżko w szpitalach ogólnych;2006;201;osoba
3200000000;liczba ludności na łóżko w szpitalach ogólnych;2007;201;osoba
3200000000;liczba ludności na łóżko w szpitalach ogólnych;2008;194;osoba
3200000000;liczba ludności na łóżko w szpitalach ogólnych;2009;191;osoba
3200000000;liczba ludności na łóżko w szpitalach ogólnych;2010;202;osoba
3200000000;liczba ludności na łóżko w szpitalach ogólnych;2011;211;osoba
3200000000;liczba ludności na łóżko w szpitalach ogólnych;2012;205;osoba
3200000000;liczba ludności na łóżko w szpitalach ogólnych;2013;204;osoba
3200000000;liczba ludności na łóżko w szpitalach ogólnych;2014;202;osoba
3200000000;liczba ludności na łóżko w szpitalach ogólnych;2015;200;osoba
3260000000;liczba ludności na łóżko w szpitalach ogólnych;2002;217;osoba
3260000000;liczba ludności na łóżko w szpitalach ogólnych;2003;216;osoba
3260000000;liczba ludności na łóżko w szpitalach ogólnych;2004;219;osoba
3260000000;liczba ludności na łóżko w szpitalach ogólnych;2005;222;osoba
3260000000;liczba ludności na łóżko w szpitalach ogólnych;2006;223;osoba
3260000000;liczba ludności na łóżko w szpitalach ogólnych;2007;225;osoba
3260000000;liczba ludności na łóżko w szpitalach ogólnych;2008;204;osoba
3260000000;liczba ludności na łóżko w szpitalach ogólnych;2009;201;osoba
3260000000;liczba ludności na łóżko w szpitalach ogólnych;2010;199;osoba
3260000000;liczba ludności na łóżko w szpitalach ogólnych;2011;198;osoba
3260000000;liczba ludności na łóżko w szpitalach ogólnych;2012;194;osoba
3260000000;liczba ludności na łóżko w szpitalach ogólnych;2013;204;osoba
3260000000;liczba ludności na łóżko w szpitalach ogólnych;2014;200;osoba
3260000000;liczba ludności na łóżko w szpitalach ogólnych;2015;199;osoba
4080000000;liczba ludności na łóżko w szpitalach ogólnych;2002;210;osoba
4080000000;liczba ludności na łóżko w szpitalach ogólnych;2003;213;osoba
4080000000;liczba ludności na łóżko w szpitalach ogólnych;2004;216;osoba
4080000000;liczba ludności na łóżko w szpitalach ogólnych;2005;233;osoba
4080000000;liczba ludności na łóżko w szpitalach ogólnych;2006;238;osoba
4080000000;liczba ludności na łóżko w szpitalach ogólnych;2007;234;osoba
4080000000;liczba ludności na łóżko w szpitalach ogólnych;2008;227;osoba
4080000000;liczba ludności na łóżko w szpitalach ogólnych;2009;232;osoba
4080000000;liczba ludności na łóżko w szpitalach ogólnych;2010;244;osoba
4080000000;liczba ludności na łóżko w szpitalach ogólnych;2011;243;osoba
4080000000;liczba ludności na łóżko w szpitalach ogólnych;2012;226;osoba
4080000000;liczba ludności na łóżko w szpitalach ogólnych;2013;229;osoba
4080000000;liczba ludności na łóżko w szpitalach ogólnych;2014;230;osoba
4080000000;liczba ludności na łóżko w szpitalach ogólnych;2015;231;osoba
4300000000;liczba ludności na łóżko w szpitalach ogólnych;2002;208;osoba
4300000000;liczba ludności na łóżko w szpitalach ogólnych;2003;208;osoba
4300000000;liczba ludności na łóżko w szpitalach ogólnych;2004;211;osoba
4300000000;liczba ludności na łóżko w szpitalach ogólnych;2005;215;osoba
4300000000;liczba ludności na łóżko w szpitalach ogólnych;2006;218;osoba
4300000000;liczba ludności na łóżko w szpitalach ogólnych;2007;220;osoba
4300000000;liczba ludności na łóżko w szpitalach ogólnych;2008;212;osoba
4300000000;liczba ludności na łóżko w szpitalach ogólnych;2009;214;osoba
4300000000;liczba ludności na łóżko w szpitalach ogólnych;2010;220;osoba
4300000000;liczba ludności na łóżko w szpitalach ogólnych;2011;221;osoba
4300000000;liczba ludności na łóżko w szpitalach ogólnych;2012;215;osoba
4300000000;liczba ludności na łóżko w szpitalach ogólnych;2013;237;osoba
4300000000;liczba ludności na łóżko w szpitalach ogólnych;2014;222;osoba
4300000000;liczba ludności na łóżko w szpitalach ogólnych;2015;221;osoba
4320000000;liczba ludności na łóżko w szpitalach ogólnych;2002;203;osoba
4320000000;liczba ludności na łóżko w szpitalach ogólnych;2003;203;osoba
4320000000;liczba ludności na łóżko w szpitalach ogólnych;2004;208;osoba
4320000000;liczba ludności na łóżko w szpitalach ogólnych;2005;216;osoba
4320000000;liczba ludności na łóżko w szpitalach ogólnych;2006;216;osoba
4320000000;liczba ludności na łóżko w szpitalach ogólnych;2007;219;osoba
4320000000;liczba ludności na łóżko w szpitalach ogólnych;2008;212;osoba
4320000000;liczba ludności na łóżko w szpitalach ogólnych;2009;213;osoba
4320000000;liczba ludności na łóżko w szpitalach ogólnych;2010;221;osoba
4320000000;liczba ludności na łóżko w szpitalach ogólnych;2011;222;osoba
4320000000;liczba ludności na łóżko w szpitalach ogólnych;2012;205;osoba
4320000000;liczba ludności na łóżko w szpitalach ogólnych;2013;205;osoba
4320000000;liczba ludności na łóżko w szpitalach ogólnych;2014;205;osoba
4320000000;liczba ludności na łóżko w szpitalach ogólnych;2015;207;osoba
5020000000;liczba ludności na łóżko w szpitalach ogólnych;2002;192;osoba
5020000000;liczba ludności na łóżko w szpitalach ogólnych;2003;197;osoba
5020000000;liczba ludności na łóżko w szpitalach ogólnych;2004;197;osoba
5020000000;liczba ludności na łóżko w szpitalach ogólnych;2005;204;osoba
5020000000;liczba ludności na łóżko w szpitalach ogólnych;2006;212;osoba
5020000000;liczba ludności na łóżko w szpitalach ogólnych;2007;219;osoba
5020000000;liczba ludności na łóżko w szpitalach ogólnych;2008;212;osoba
5020000000;liczba ludności na łóżko w szpitalach ogólnych;2009;207;osoba
5020000000;liczba ludności na łóżko w szpitalach ogólnych;2010;207;osoba
5020000000;liczba ludności na łóżko w szpitalach ogólnych;2011;207;osoba
5020000000;liczba ludności na łóżko w szpitalach ogólnych;2012;197;osoba
5020000000;liczba ludności na łóżko w szpitalach ogólnych;2013;193;osoba
5020000000;liczba ludności na łóżko w szpitalach ogólnych;2014;195;osoba
5020000000;liczba ludności na łóżko w szpitalach ogólnych;2015;196;osoba
5160000000;liczba ludności na łóżko w szpitalach ogólnych;2002;225;osoba
5160000000;liczba ludności na łóżko w szpitalach ogólnych;2003;230;osoba
5160000000;liczba ludności na łóżko w szpitalach ogólnych;2004;244;osoba
5160000000;liczba ludności na łóżko w szpitalach ogólnych;2005;251;osoba
5160000000;liczba ludności na łóżko w szpitalach ogólnych;2006;250;osoba
5160000000;liczba ludności na łóżko w szpitalach ogólnych;2007;246;osoba
5160000000;liczba ludności na łóżko w szpitalach ogólnych;2008;232;osoba
5160000000;liczba ludności na łóżko w szpitalach ogólnych;2009;232;osoba
5160000000;liczba ludności na łóżko w szpitalach ogólnych;2010;232;osoba
5160000000;liczba ludności na łóżko w szpitalach ogólnych;2011;231;osoba
5160000000;liczba ludności na łóżko w szpitalach ogólnych;2012;203;osoba
5160000000;liczba ludności na łóżko w szpitalach ogólnych;2013;204;osoba
5160000000;liczba ludności na łóżko w szpitalach ogólnych;2014;206;osoba
5160000000;liczba ludności na łóżko w szpitalach ogólnych;2015;216;osoba
6040000000;liczba ludności na łóżko w szpitalach ogólnych;2002;223;osoba
6040000000;liczba ludności na łóżko w szpitalach ogólnych;2003;224;osoba
6040000000;liczba ludności na łóżko w szpitalach ogólnych;2004;227;osoba
6040000000;liczba ludności na łóżko w szpitalach ogólnych;2005;229;osoba
6040000000;liczba ludności na łóżko w szpitalach ogólnych;2006;236;osoba
6040000000;liczba ludności na łóżko w szpitalach ogólnych;2007;236;osoba
6040000000;liczba ludności na łóżko w szpitalach ogólnych;2008;223;osoba
6040000000;liczba ludności na łóżko w szpitalach ogólnych;2009;229;osoba
6040000000;liczba ludności na łóżko w szpitalach ogólnych;2010;233;osoba
6040000000;liczba ludności na łóżko w szpitalach ogólnych;2011;233;osoba
6040000000;liczba ludności na łóżko w szpitalach ogólnych;2012;221;osoba
6040000000;liczba ludności na łóżko w szpitalach ogólnych;2013;217;osoba
6040000000;liczba ludności na łóżko w szpitalach ogólnych;2014;211;osoba
6040000000;liczba ludności na łóżko w szpitalach ogólnych;2015;212;osoba
6220000000;liczba ludności na łóżko w szpitalach ogólnych;2002;236;osoba
6220000000;liczba ludności na łóżko w szpitalach ogólnych;2003;246;osoba
6220000000;liczba ludności na łóżko w szpitalach ogólnych;2004;255;osoba
6220000000;liczba ludności na łóżko w szpitalach ogólnych;2005;257;osoba
6220000000;liczba ludności na łóżko w szpitalach ogólnych;2006;263;osoba
6220000000;liczba ludności na łóżko w szpitalach ogólnych;2007;268;osoba
6220000000;liczba ludności na łóżko w szpitalach ogólnych;2008;255;osoba
6220000000;liczba ludności na łóżko w szpitalach ogólnych;2009;251;osoba
6220000000;liczba ludności na łóżko w szpitalach ogólnych;2010;261;osoba
6220000000;liczba ludności na łóżko w szpitalach ogólnych;2011;267;osoba
6220000000;liczba ludności na łóżko w szpitalach ogólnych;2012;253;osoba
6220000000;liczba ludności na łóżko w szpitalach ogólnych;2013;243;osoba
6220000000;liczba ludności na łóżko w szpitalach ogólnych;2014;247;osoba
6220000000;liczba ludności na łóżko w szpitalach ogólnych;2015;243;osoba
6280000000;liczba ludności na łóżko w szpitalach ogólnych;2002;231;osoba
6280000000;liczba ludności na łóżko w szpitalach ogólnych;2003;230;osoba
6280000000;liczba ludności na łóżko w szpitalach ogólnych;2004;231;osoba
6280000000;liczba ludności na łóżko w szpitalach ogólnych;2005;237;osoba
6280000000;liczba ludności na łóżko w szpitalach ogólnych;2006;240;osoba
6280000000;liczba ludności na łóżko w szpitalach ogólnych;2007;243;osoba
6280000000;liczba ludności na łóżko w szpitalach ogólnych;2008;232;osoba
6280000000;liczba ludności na łóżko w szpitalach ogólnych;2009;236;osoba
6280000000;liczba ludności na łóżko w szpitalach ogólnych;2010;243;osoba
6280000000;liczba ludności na łóżko w szpitalach ogólnych;2011;231;osoba
6280000000;liczba ludności na łóżko w szpitalach ogólnych;2012;217;osoba
6280000000;liczba ludności na łóżko w szpitalach ogólnych;2013;217;osoba
6280000000;liczba ludności na łóżko w szpitalach ogólnych;2014;217;osoba
6280000000;liczba ludności na łóżko w szpitalach ogólnych;2015;216;osoba
