Kod;Zakres przedmiotowy;Rok;Wartosc;Jednostka miary
1100000000;mieszkania na 10 tys. ludności;2003;33,09;-
1100000000;mieszkania na 10 tys. ludności;2004;21,16;-
1100000000;mieszkania na 10 tys. ludności;2005;17,68;-
1100000000;mieszkania na 10 tys. ludności;2006;18,93;-
1100000000;mieszkania na 10 tys. ludności;2007;22,98;-
1100000000;mieszkania na 10 tys. ludności;2008;28,89;-
1100000000;mieszkania na 10 tys. ludności;2009;24,92;-
1100000000;mieszkania na 10 tys. ludności;2010;27,32;-
1100000000;mieszkania na 10 tys. ludności;2011;23,73;-
1100000000;mieszkania na 10 tys. ludności;2012;31,71;-
1100000000;mieszkania na 10 tys. ludności;2013;23,87;-
1100000000;mieszkania na 10 tys. ludności;2014;25,92;-
1100000000;mieszkania na 10 tys. ludności;2015;28,62;-
1100000000;izby w mieszkaniach na 1000 ludności;2002;8,97;-
1100000000;izby w mieszkaniach na 1000 ludności;2003;17,71;-
1100000000;izby w mieszkaniach na 1000 ludności;2004;10,42;-
1100000000;izby w mieszkaniach na 1000 ludności;2005;8,94;-
1100000000;izby w mieszkaniach na 1000 ludności;2006;9,12;-
1100000000;izby w mieszkaniach na 1000 ludności;2007;11,2;-
1100000000;izby w mieszkaniach na 1000 ludności;2008;13,36;-
1100000000;izby w mieszkaniach na 1000 ludności;2009;11,3;-
1100000000;izby w mieszkaniach na 1000 ludności;2010;11,8;-
1100000000;izby w mieszkaniach na 1000 ludności;2011;10,93;-
1100000000;izby w mieszkaniach na 1000 ludności;2012;13,57;-
1100000000;izby w mieszkaniach na 1000 ludności;2013;11,47;-
1100000000;izby w mieszkaniach na 1000 ludności;2014;11,88;-
1100000000;izby w mieszkaniach na 1000 ludności;2015;12,84;-
1100000000;przeciętna powierzchnia użytkowa 1 mieszkania;2002;120,3;m2
1100000000;przeciętna powierzchnia użytkowa 1 mieszkania;2003;134,9;m2
1100000000;przeciętna powierzchnia użytkowa 1 mieszkania;2004;123,5;m2
1100000000;przeciętna powierzchnia użytkowa 1 mieszkania;2005;126,3;m2
1100000000;przeciętna powierzchnia użytkowa 1 mieszkania;2006;117,5;m2
1100000000;przeciętna powierzchnia użytkowa 1 mieszkania;2007;118,8;m2
1100000000;przeciętna powierzchnia użytkowa 1 mieszkania;2008;114,9;m2
1100000000;przeciętna powierzchnia użytkowa 1 mieszkania;2009;112,9;m2
1100000000;przeciętna powierzchnia użytkowa 1 mieszkania;2010;112,7;m2
1100000000;przeciętna powierzchnia użytkowa 1 mieszkania;2011;119,2;m2
1100000000;przeciętna powierzchnia użytkowa 1 mieszkania;2012;107,5;m2
1100000000;przeciętna powierzchnia użytkowa 1 mieszkania;2013;126,3;m2
1100000000;przeciętna powierzchnia użytkowa 1 mieszkania;2014;118,4;m2
1100000000;przeciętna powierzchnia użytkowa 1 mieszkania;2015;112,6;m2
1140000000;mieszkania na 1000 ludności;2002;4,36;-
1140000000;mieszkania na 1000 ludności;2003;5,74;-
1140000000;mieszkania na 1000 ludności;2004;4,64;-
1140000000;mieszkania na 1000 ludności;2005;5,48;-
1140000000;mieszkania na 1000 ludności;2006;5,25;-
1140000000;mieszkania na 1000 ludności;2007;5,84;-
1140000000;mieszkania na 1000 ludności;2008;7,34;-
1140000000;mieszkania na 1000 ludności;2009;7,48;-
1140000000;mieszkania na 1000 ludności;2010;5,51;-
1140000000;mieszkania na 1000 ludności;2011;4,76;-
1140000000;mieszkania na 1000 ludności;2012;5,77;-
1140000000;mieszkania na 1000 ludności;2013;5,51;-
1140000000;mieszkania na 1000 ludności;2014;5,76;-
1140000000;mieszkania na 1000 ludności;2015;5,47;-
1140000000;mieszkania na 1000 zawartych małżeństw;2002;854;-
1140000000;mieszkania na 1000 zawartych małżeństw;2003;1096;-
1140000000;mieszkania na 1000 zawartych małżeństw;2004;898;-
1140000000;mieszkania na 1000 zawartych małżeństw;2005;1019;-
1140000000;mieszkania na 1000 zawartych małżeństw;2006;908;-
1140000000;mieszkania na 1000 zawartych małżeństw;2007;927;-
1140000000;mieszkania na 1000 zawartych małżeństw;2008;1123;-
1140000000;mieszkania na 1000 zawartych małżeństw;2009;1170;-
1140000000;mieszkania na 1000 zawartych małżeństw;2010;950;-
1140000000;mieszkania na 1000 zawartych małżeństw;2011;913;-
1140000000;mieszkania na 1000 zawartych małżeństw;2012;1135;-
1140000000;mieszkania na 1000 zawartych małżeństw;2013;1211;-
1140000000;mieszkania na 1000 zawartych małżeństw;2014;1231;-
1140000000;mieszkania na 1000 zawartych małżeństw;2015;1132;-
1140000000;mieszkania na 10 tys. ludności;2002;43,57;-
1140000000;mieszkania na 10 tys. ludności;2003;57,4;-
1140000000;mieszkania na 10 tys. ludności;2004;46,4;-
1140000000;mieszkania na 10 tys. ludności;2005;54,83;-
1140000000;mieszkania na 10 tys. ludności;2006;52,45;-
1140000000;mieszkania na 10 tys. ludności;2007;58,42;-
1140000000;mieszkania na 10 tys. ludności;2008;73,44;-
1140000000;mieszkania na 10 tys. ludności;2009;74,77;-
1140000000;mieszkania na 10 tys. ludności;2010;55,09;-
1140000000;mieszkania na 10 tys. ludności;2011;47,62;-
1140000000;mieszkania na 10 tys. ludności;2012;57,72;-
1140000000;mieszkania na 10 tys. ludności;2013;55,08;-
1140000000;mieszkania na 10 tys. ludności;2014;57,6;-
1140000000;mieszkania na 10 tys. ludności;2015;54,72;-
1140000000;izby w mieszkaniach na 1000 ludności;2002;16,48;-
1140000000;izby w mieszkaniach na 1000 ludności;2003;24,52;-
1140000000;izby w mieszkaniach na 1000 ludności;2004;18,2;-
1140000000;izby w mieszkaniach na 1000 ludności;2005;20,82;-
1140000000;izby w mieszkaniach na 1000 ludności;2006;20,17;-
1140000000;izby w mieszkaniach na 1000 ludności;2007;22,78;-
1140000000;izby w mieszkaniach na 1000 ludności;2008;28,5;-
1140000000;izby w mieszkaniach na 1000 ludności;2009;28,2;-
1140000000;izby w mieszkaniach na 1000 ludności;2010;22,06;-
1140000000;izby w mieszkaniach na 1000 ludności;2011;19,75;-
1140000000;izby w mieszkaniach na 1000 ludności;2012;22,39;-
1140000000;izby w mieszkaniach na 1000 ludności;2013;21,7;-
1140000000;izby w mieszkaniach na 1000 ludności;2014;21,44;-
1140000000;izby w mieszkaniach na 1000 ludności;2015;20,76;-
1140000000;przeciętna powierzchnia użytkowa 1 mieszkania;2002;87,8;m2
1140000000;przeciętna powierzchnia użytkowa 1 mieszkania;2003;101,6;m2
1140000000;przeciętna powierzchnia użytkowa 1 mieszkania;2004;96,4;m2
1140000000;przeciętna powierzchnia użytkowa 1 mieszkania;2005;93,7;m2
1140000000;przeciętna powierzchnia użytkowa 1 mieszkania;2006;95,6;m2
1140000000;przeciętna powierzchnia użytkowa 1 mieszkania;2007;99,2;m2
1140000000;przeciętna powierzchnia użytkowa 1 mieszkania;2008;97,2;m2
1140000000;przeciętna powierzchnia użytkowa 1 mieszkania;2009;95,6;m2
1140000000;przeciętna powierzchnia użytkowa 1 mieszkania;2010;102,3;m2
1140000000;przeciętna powierzchnia użytkowa 1 mieszkania;2011;106,1;m2
1140000000;przeciętna powierzchnia użytkowa 1 mieszkania;2012;97,7;m2
1140000000;przeciętna powierzchnia użytkowa 1 mieszkania;2013;98,9;m2
1140000000;przeciętna powierzchnia użytkowa 1 mieszkania;2014;91,6;m2
1140000000;przeciętna powierzchnia użytkowa 1 mieszkania;2015;91,8;m2
2120000000;mieszkania na 1000 ludności;2002;3,01;-
2120000000;mieszkania na 1000 ludności;2003;7,19;-
2120000000;mieszkania na 1000 ludności;2004;3,32;-
2120000000;mieszkania na 1000 ludności;2005;3,28;-
2120000000;mieszkania na 1000 ludności;2006;3,8;-
2120000000;mieszkania na 1000 ludności;2007;3,78;-
2120000000;mieszkania na 1000 ludności;2008;4,88;-
2120000000;mieszkania na 1000 ludności;2009;5,7;-
2120000000;mieszkania na 1000 ludności;2010;3,68;-
2120000000;mieszkania na 1000 ludności;2011;3,78;-
2120000000;mieszkania na 1000 ludności;2012;4,56;-
2120000000;mieszkania na 1000 ludności;2013;4,61;-
2120000000;mieszkania na 1000 ludności;2014;4,65;-
2120000000;mieszkania na 1000 ludności;2015;4,33;-
2120000000;mieszkania na 1000 zawartych małżeństw;2002;573;-
2120000000;mieszkania na 1000 zawartych małżeństw;2003;1359;-
2120000000;mieszkania na 1000 zawartych małżeństw;2004;641;-
2120000000;mieszkania na 1000 zawartych małżeństw;2005;593;-
2120000000;mieszkania na 1000 zawartych małżeństw;2006;635;-
2120000000;mieszkania na 1000 zawartych małżeństw;2007;578;-
2120000000;mieszkania na 1000 zawartych małżeństw;2008;726;-
2120000000;mieszkania na 1000 zawartych małżeństw;2009;861;-
2120000000;mieszkania na 1000 zawartych małżeństw;2010;602;-
2120000000;mieszkania na 1000 zawartych małżeństw;2011;684;-
2120000000;mieszkania na 1000 zawartych małżeństw;2012;840;-
2120000000;mieszkania na 1000 zawartych małżeństw;2013;932;-
2120000000;mieszkania na 1000 zawartych małżeństw;2014;900;-
2120000000;mieszkania na 1000 zawartych małżeństw;2015;836;-
2120000000;mieszkania na 10 tys. ludności;2002;30,11;-
2120000000;mieszkania na 10 tys. ludności;2003;71,87;-
2120000000;mieszkania na 10 tys. ludności;2004;33,22;-
2120000000;mieszkania na 10 tys. ludności;2005;32,8;-
2120000000;mieszkania na 10 tys. ludności;2006;37,96;-
2120000000;mieszkania na 10 tys. ludności;2007;37,84;-
2120000000;mieszkania na 10 tys. ludności;2008;48,78;-
2120000000;mieszkania na 10 tys. ludności;2009;57,02;-
2120000000;mieszkania na 10 tys. ludności;2010;36,82;-
2120000000;mieszkania na 10 tys. ludności;2011;37,82;-
2120000000;mieszkania na 10 tys. ludności;2012;45,65;-
2120000000;mieszkania na 10 tys. ludności;2013;46,12;-
2120000000;mieszkania na 10 tys. ludności;2014;46,46;-
2120000000;mieszkania na 10 tys. ludności;2015;43,31;-
2120000000;izby w mieszkaniach na 1000 ludności;2002;13,54;-
2120000000;izby w mieszkaniach na 1000 ludności;2003;37,41;-
2120000000;izby w mieszkaniach na 1000 ludności;2004;14,83;-
2120000000;izby w mieszkaniach na 1000 ludności;2005;14,91;-
2120000000;izby w mieszkaniach na 1000 ludności;2006;15,82;-
2120000000;izby w mieszkaniach na 1000 ludności;2007;17,62;-
2120000000;izby w mieszkaniach na 1000 ludności;2008;21,51;-
2120000000;izby w mieszkaniach na 1000 ludności;2009;22,31;-
2120000000;izby w mieszkaniach na 1000 ludności;2010;16,99;-
2120000000;izby w mieszkaniach na 1000 ludności;2011;17,19;-
2120000000;izby w mieszkaniach na 1000 ludności;2012;19,62;-
2120000000;izby w mieszkaniach na 1000 ludności;2013;19,89;-
2120000000;izby w mieszkaniach na 1000 ludności;2014;19,51;-
2120000000;izby w mieszkaniach na 1000 ludności;2015;18,69;-
2120000000;przeciętna powierzchnia użytkowa 1 mieszkania;2002;104,8;m2
2120000000;przeciętna powierzchnia użytkowa 1 mieszkania;2003;122,6;m2
2120000000;przeciętna powierzchnia użytkowa 1 mieszkania;2004;104,7;m2
2120000000;przeciętna powierzchnia użytkowa 1 mieszkania;2005;106,8;m2
2120000000;przeciętna powierzchnia użytkowa 1 mieszkania;2006;94,8;m2
2120000000;przeciętna powierzchnia użytkowa 1 mieszkania;2007;112,1;m2
2120000000;przeciętna powierzchnia użytkowa 1 mieszkania;2008;103,4;m2
2120000000;przeciętna powierzchnia użytkowa 1 mieszkania;2009;93,3;m2
2120000000;przeciętna powierzchnia użytkowa 1 mieszkania;2010;114,9;m2
2120000000;przeciętna powierzchnia użytkowa 1 mieszkania;2011;112,1;m2
2120000000;przeciętna powierzchnia użytkowa 1 mieszkania;2012;104,5;m2
2120000000;przeciętna powierzchnia użytkowa 1 mieszkania;2013;106,7;m2
2120000000;przeciętna powierzchnia użytkowa 1 mieszkania;2014;102,1;m2
2120000000;przeciętna powierzchnia użytkowa 1 mieszkania;2015;106,4;m2
2240000000;mieszkania na 1000 ludności;2002;1,6;-
2240000000;mieszkania na 1000 ludności;2003;3,11;-
2240000000;mieszkania na 1000 ludności;2004;2,11;-
2240000000;mieszkania na 1000 ludności;2005;1,82;-
2240000000;mieszkania na 1000 ludności;2006;1,78;-
2240000000;mieszkania na 1000 ludności;2007;2,24;-
2240000000;mieszkania na 1000 ludności;2008;2,63;-
2240000000;mieszkania na 1000 ludności;2009;2,29;-
2240000000;mieszkania na 1000 ludności;2010;2,2;-
2240000000;mieszkania na 1000 ludności;2011;2,05;-
2240000000;mieszkania na 1000 ludności;2012;2,11;-
2240000000;mieszkania na 1000 ludności;2013;2,25;-
2240000000;mieszkania na 1000 ludności;2014;2,12;-
2240000000;mieszkania na 1000 ludności;2015;2,22;-
2240000000;mieszkania na 1000 zawartych małżeństw;2002;331;-
2240000000;mieszkania na 1000 zawartych małżeństw;2003;626;-
2240000000;mieszkania na 1000 zawartych małżeństw;2004;421;-
2240000000;mieszkania na 1000 zawartych małżeństw;2005;336;-
2240000000;mieszkania na 1000 zawartych małżeństw;2006;299;-
2240000000;mieszkania na 1000 zawartych małżeństw;2007;348;-
2240000000;mieszkania na 1000 zawartych małżeństw;2008;393;-
2240000000;mieszkania na 1000 zawartych małżeństw;2009;341;-
2240000000;mieszkania na 1000 zawartych małżeństw;2010;358;-
2240000000;mieszkania na 1000 zawartych małżeństw;2011;373;-
2240000000;mieszkania na 1000 zawartych małżeństw;2012;391;-
2240000000;mieszkania na 1000 zawartych małżeństw;2013;467;-
2240000000;mieszkania na 1000 zawartych małżeństw;2014;428;-
2240000000;mieszkania na 1000 zawartych małżeństw;2015;454;-
2240000000;mieszkania na 10 tys. ludności;2002;16,04;-
2240000000;mieszkania na 10 tys. ludności;2003;31,11;-
2240000000;mieszkania na 10 tys. ludności;2004;21,11;-
2240000000;mieszkania na 10 tys. ludności;2005;18,18;-
2240000000;mieszkania na 10 tys. ludności;2006;17,8;-
2240000000;mieszkania na 10 tys. ludności;2007;22,43;-
2240000000;mieszkania na 10 tys. ludności;2008;26,3;-
2240000000;mieszkania na 10 tys. ludności;2009;22,9;-
2240000000;mieszkania na 10 tys. ludności;2010;22;-
2240000000;mieszkania na 10 tys. ludności;2011;20,52;-
2240000000;mieszkania na 10 tys. ludności;2012;21,09;-
2240000000;mieszkania na 10 tys. ludności;2013;22,54;-
2240000000;mieszkania na 10 tys. ludności;2014;21,22;-
2240000000;mieszkania na 10 tys. ludności;2015;22,18;-
2240000000;izby w mieszkaniach na 1000 ludności;2002;8,03;-
2240000000;izby w mieszkaniach na 1000 ludności;2003;16,44;-
2240000000;izby w mieszkaniach na 1000 ludności;2004;10,36;-
2240000000;izby w mieszkaniach na 1000 ludności;2005;9,17;-
2240000000;izby w mieszkaniach na 1000 ludności;2006;8,92;-
2240000000;izby w mieszkaniach na 1000 ludności;2007;11,19;-
2240000000;izby w mieszkaniach na 1000 ludności;2008;12,77;-
2240000000;izby w mieszkaniach na 1000 ludności;2009;10,93;-
2240000000;izby w mieszkaniach na 1000 ludności;2010;10,77;-
2240000000;izby w mieszkaniach na 1000 ludności;2011;10,17;-
2240000000;izby w mieszkaniach na 1000 ludności;2012;10,5;-
2240000000;izby w mieszkaniach na 1000 ludności;2013;11,1;-
2240000000;izby w mieszkaniach na 1000 ludności;2014;10,1;-
2240000000;izby w mieszkaniach na 1000 ludności;2015;10,56;-
2240000000;przeciętna powierzchnia użytkowa 1 mieszkania;2002;123,6;m2
2240000000;przeciętna powierzchnia użytkowa 1 mieszkania;2003;131,2;m2
2240000000;przeciętna powierzchnia użytkowa 1 mieszkania;2004;122,6;m2
2240000000;przeciętna powierzchnia użytkowa 1 mieszkania;2005;128,3;m2
2240000000;przeciętna powierzchnia użytkowa 1 mieszkania;2006;128,3;m2
2240000000;przeciętna powierzchnia użytkowa 1 mieszkania;2007;127,1;m2
2240000000;przeciętna powierzchnia użytkowa 1 mieszkania;2008;125,7;m2
2240000000;przeciętna powierzchnia użytkowa 1 mieszkania;2009;120,4;m2
2240000000;przeciętna powierzchnia użytkowa 1 mieszkania;2010;127,1;m2
2240000000;przeciętna powierzchnia użytkowa 1 mieszkania;2011;125,5;m2
2240000000;przeciętna powierzchnia użytkowa 1 mieszkania;2012;126;m2
2240000000;przeciętna powierzchnia użytkowa 1 mieszkania;2013;125,5;m2
2240000000;przeciętna powierzchnia użytkowa 1 mieszkania;2014;120,9;m2
2240000000;przeciętna powierzchnia użytkowa 1 mieszkania;2015;119,8;m2
3060000000;mieszkania na 1000 ludności;2002;1,54;-
3060000000;mieszkania na 1000 ludności;2003;2,74;-
3060000000;mieszkania na 1000 ludności;2004;1,89;-
3060000000;mieszkania na 1000 ludności;2005;2,41;-
3060000000;mieszkania na 1000 ludności;2006;2,2;-
3060000000;mieszkania na 1000 ludności;2007;2,62;-
3060000000;mieszkania na 1000 ludności;2008;3,42;-
3060000000;mieszkania na 1000 ludności;2009;2,82;-
3060000000;mieszkania na 1000 ludności;2010;2,6;-
3060000000;mieszkania na 1000 ludności;2011;2,92;-
3060000000;mieszkania na 1000 ludności;2012;3,32;-
3060000000;mieszkania na 1000 ludności;2013;3,22;-
3060000000;mieszkania na 1000 ludności;2014;2,65;-
3060000000;mieszkania na 1000 ludności;2015;2,91;-
3060000000;mieszkania na 1000 zawartych małżeństw;2002;285;-
3060000000;mieszkania na 1000 zawartych małżeństw;2003;503;-
3060000000;mieszkania na 1000 zawartych małżeństw;2004;346;-
3060000000;mieszkania na 1000 zawartych małżeństw;2005;405;-
3060000000;mieszkania na 1000 zawartych małżeństw;2006;353;-
3060000000;mieszkania na 1000 zawartych małżeństw;2007;382;-
3060000000;mieszkania na 1000 zawartych małżeństw;2008;500;-
3060000000;mieszkania na 1000 zawartych małżeństw;2009;417;-
3060000000;mieszkania na 1000 zawartych małżeństw;2010;426;-
3060000000;mieszkania na 1000 zawartych małżeństw;2011;523;-
3060000000;mieszkania na 1000 zawartych małżeństw;2012;611;-
3060000000;mieszkania na 1000 zawartych małżeństw;2013;671;-
3060000000;mieszkania na 1000 zawartych małżeństw;2014;522;-
3060000000;mieszkania na 1000 zawartych małżeństw;2015;579;-
3060000000;mieszkania na 10 tys. ludności;2002;15,36;-
3060000000;mieszkania na 10 tys. ludności;2003;27,37;-
3060000000;mieszkania na 10 tys. ludności;2004;18,91;-
3060000000;mieszkania na 10 tys. ludności;2005;24,14;-
3060000000;mieszkania na 10 tys. ludności;2006;21,97;-
3060000000;mieszkania na 10 tys. ludności;2007;26,25;-
3060000000;mieszkania na 10 tys. ludności;2008;34,2;-
3060000000;mieszkania na 10 tys. ludności;2009;28,18;-
3060000000;mieszkania na 10 tys. ludności;2010;25,98;-
3060000000;mieszkania na 10 tys. ludności;2011;29,22;-
3060000000;mieszkania na 10 tys. ludności;2012;33,15;-
3060000000;mieszkania na 10 tys. ludności;2013;32,21;-
3060000000;mieszkania na 10 tys. ludności;2014;26,46;-
3060000000;mieszkania na 10 tys. ludności;2015;29,06;-
3060000000;izby w mieszkaniach na 1000 ludności;2002;7,15;-
3060000000;izby w mieszkaniach na 1000 ludności;2003;13,96;-
3060000000;izby w mieszkaniach na 1000 ludności;2004;9,5;-
3060000000;izby w mieszkaniach na 1000 ludności;2005;11,43;-
3060000000;izby w mieszkaniach na 1000 ludności;2006;10,47;-
3060000000;izby w mieszkaniach na 1000 ludności;2007;12,81;-
3060000000;izby w mieszkaniach na 1000 ludności;2008;16,44;-
3060000000;izby w mieszkaniach na 1000 ludności;2009;13,11;-
3060000000;izby w mieszkaniach na 1000 ludności;2010;12,07;-
3060000000;izby w mieszkaniach na 1000 ludności;2011;13,62;-
3060000000;izby w mieszkaniach na 1000 ludności;2012;15,05;-
3060000000;izby w mieszkaniach na 1000 ludności;2013;14,49;-
3060000000;izby w mieszkaniach na 1000 ludności;2014;12,54;-
3060000000;izby w mieszkaniach na 1000 ludności;2015;13,26;-
3060000000;przeciętna powierzchnia użytkowa 1 mieszkania;2002;98,8;m2
3060000000;przeciętna powierzchnia użytkowa 1 mieszkania;2003;115,3;m2
3060000000;przeciętna powierzchnia użytkowa 1 mieszkania;2004;115,6;m2
3060000000;przeciętna powierzchnia użytkowa 1 mieszkania;2005;105,7;m2
3060000000;przeciętna powierzchnia użytkowa 1 mieszkania;2006;106,7;m2
3060000000;przeciętna powierzchnia użytkowa 1 mieszkania;2007;112,5;m2
3060000000;przeciętna powierzchnia użytkowa 1 mieszkania;2008;107,6;m2
3060000000;przeciętna powierzchnia użytkowa 1 mieszkania;2009;106,2;m2
3060000000;przeciętna powierzchnia użytkowa 1 mieszkania;2010;107,7;m2
3060000000;przeciętna powierzchnia użytkowa 1 mieszkania;2011;107,7;m2
3060000000;przeciętna powierzchnia użytkowa 1 mieszkania;2012;102,5;m2
3060000000;przeciętna powierzchnia użytkowa 1 mieszkania;2013;100,5;m2
3060000000;przeciętna powierzchnia użytkowa 1 mieszkania;2014;109,7;m2
3060000000;przeciętna powierzchnia użytkowa 1 mieszkania;2015;105,4;m2
3180000000;mieszkania na 1000 ludności;2002;1,93;-
3180000000;mieszkania na 1000 ludności;2003;5,08;-
3180000000;mieszkania na 1000 ludności;2004;2,18;-
3180000000;mieszkania na 1000 ludności;2005;1,94;-
3180000000;mieszkania na 1000 ludności;2006;2,22;-
3180000000;mieszkania na 1000 ludności;2007;2,54;-
3180000000;mieszkania na 1000 ludności;2008;2,69;-
3180000000;mieszkania na 1000 ludności;2009;2,6;-
3180000000;mieszkania na 1000 ludności;2010;2,33;-
3180000000;mieszkania na 1000 ludności;2011;2,68;-
3180000000;mieszkania na 1000 ludności;2012;3,07;-
3180000000;mieszkania na 1000 ludności;2013;2,91;-
3180000000;mieszkania na 1000 ludności;2014;3,02;-
3180000000;mieszkania na 1000 ludności;2015;3,59;-
3180000000;mieszkania na 1000 zawartych małżeństw;2002;366;-
