Kod;Wyszczególnienie;Rok;Wartosc;Jednostka miary
0;przeciwko życiu i zdrowiu;2008;32477;-
0;przeciwko życiu i zdrowiu;2009;31708;-
0;przeciwko życiu i zdrowiu;2010;30911;-
0;przeciwko życiu i zdrowiu;2011;31383;-
0;przeciwko życiu i zdrowiu;2012;29734;-
0;przeciwko życiu i zdrowiu;2013;25617;-
0;przeciwko życiu i zdrowiu;2014;20218;-
0;przeciwko życiu i zdrowiu;2015;17266;-
0;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2002;43164;-
0;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2003;47395;-
0;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2004;47395;-
0;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2005;45890;-
0;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2006;47131;-
0;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2007;45185;-
0;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2008;42687;-
0;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2009;43374;-
0;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2010;41464;-
0;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2011;42662;-
0;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2012;44155;-
0;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2013;40369;-
0;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2014;33324;-
0;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2015;27661;-
0;przeciwko rodzinie i opiece;2002;48026;-
0;przeciwko rodzinie i opiece;2003;46262;-
0;przeciwko rodzinie i opiece;2004;40322;-
0;przeciwko rodzinie i opiece;2005;34636;-
0;przeciwko rodzinie i opiece;2006;35501;-
0;przeciwko rodzinie i opiece;2007;35475;-
0;przeciwko rodzinie i opiece;2008;32954;-
0;przeciwko rodzinie i opiece;2009;39766;-
0;przeciwko rodzinie i opiece;2010;38540;-
0;przeciwko rodzinie i opiece;2011;37998;-
0;przeciwko rodzinie i opiece;2012;32379;-
0;przeciwko rodzinie i opiece;2013;35935;-
0;przeciwko rodzinie i opiece;2014;34289;-
0;przeciwko rodzinie i opiece;2015;27751;-
0;przeciwko mieniu;2002;877753;-
0;przeciwko mieniu;2003;932393;-
0;przeciwko mieniu;2004;901860;-
0;przeciwko mieniu;2005;811971;-
0;przeciwko mieniu;2006;706703;-
0;przeciwko mieniu;2007;621413;-
0;przeciwko mieniu;2008;577093;-
0;przeciwko mieniu;2009;591261;-
0;przeciwko mieniu;2010;608737;-
0;przeciwko mieniu;2011;618648;-
0;przeciwko mieniu;2012;598898;-
0;przeciwko mieniu;2013;566350;-
0;przeciwko mieniu;2014;472515;-
0;przeciwko mieniu;2015;439871;-
0;drogowe;2002;163012;-
0;drogowe;2003;168827;-
0;drogowe;2004;177296;-
0;drogowe;2005;196486;-
0;drogowe;2006;197712;-
0;drogowe;2007;168359;-
0;drogowe;2008;167984;-
0;drogowe;2009;168148;-
0;drogowe;2010;156744;-
0;drogowe;2011;164572;-
0;drogowe;2012;155906;-
0;drogowe;2013;140925;-
0;drogowe;2014;86680;-
0;drogowe;2015;76359;-
0;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2002;54,9;%
0;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2003;55,2;%
0;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2004;56,2;%
0;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2005;58,6;%
0;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2006;62,4;%
0;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2007;64,6;%
0;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2008;65,9;%
0;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2009;67,1;%
0;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2010;67,9;%
0;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2011;68,7;%
0;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2012;67,8;%
0;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2013;67;%
0;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2014;65,2;%
0;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2015;64,7;%
0;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2002;;-
0;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2003;;-
0;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2004;;-
0;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2005;36,16;-
0;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2006;33,78;-
0;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2007;30,25;-
0;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2008;28,39;-
0;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2009;29,61;-
0;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2010;29,56;-
0;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2011;30,1;-
0;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2012;29,06;-
0;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2013;27,56;-
0;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2014;22,55;-
0;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2015;;-
1100000000;ogółem;2002;88534;-
1100000000;ogółem;2003;93333;-
1100000000;ogółem;2004;93025;-
1100000000;ogółem;2005;86747;-
1100000000;ogółem;2006;79563;-
1100000000;ogółem;2007;73196;-
1100000000;ogółem;2008;71363;-
1100000000;ogółem;2009;71104;-
1100000000;ogółem;2010;74725;-
1100000000;ogółem;2011;73919;-
1100000000;ogółem;2012;68463;-
1100000000;ogółem;2013;66474;-
1100000000;ogółem;2014;51927;-
1100000000;ogółem;2015;48321;-
1100000000;ogółem, Polska = 100;2002;;%
1100000000;ogółem, Polska = 100;2003;;%
1100000000;ogółem, Polska = 100;2004;;%
1100000000;ogółem, Polska = 100;2005;6,3;%
1100000000;ogółem, Polska = 100;2006;6,2;%
1100000000;ogółem, Polska = 100;2007;6,3;%
1100000000;ogółem, Polska = 100;2008;6,6;%
1100000000;ogółem, Polska = 100;2009;6,3;%
1100000000;ogółem, Polska = 100;2010;6,6;%
1100000000;ogółem, Polska = 100;2011;6,4;%
1100000000;ogółem, Polska = 100;2012;6,1;%
1100000000;ogółem, Polska = 100;2013;6,3;%
1100000000;ogółem, Polska = 100;2014;6;%
1100000000;ogółem, Polska = 100;2015;6;%
1100000000;o charakterze kryminalnym;2002;;-
1100000000;o charakterze kryminalnym;2003;;-
1100000000;o charakterze kryminalnym;2004;;-
1100000000;o charakterze kryminalnym;2005;;-
1100000000;o charakterze kryminalnym;2006;;-
1100000000;o charakterze kryminalnym;2007;53738;-
1100000000;o charakterze kryminalnym;2008;50304;-
1100000000;o charakterze kryminalnym;2009;49457;-
1100000000;o charakterze kryminalnym;2010;50027;-
1100000000;o charakterze kryminalnym;2011;50782;-
1100000000;o charakterze kryminalnym;2012;49289;-
1100000000;o charakterze kryminalnym;2013;47815;-
1100000000;o charakterze kryminalnym;2014;37008;-
1100000000;o charakterze kryminalnym;2015;32788;-
1100000000;o charakterze gospodarczym;2002;;-
1100000000;o charakterze gospodarczym;2003;;-
1100000000;o charakterze gospodarczym;2004;;-
1100000000;o charakterze gospodarczym;2005;;-
1100000000;o charakterze gospodarczym;2006;;-
1100000000;o charakterze gospodarczym;2007;4943;-
1100000000;o charakterze gospodarczym;2008;5450;-
1100000000;o charakterze gospodarczym;2009;5870;-
1100000000;o charakterze gospodarczym;2010;9885;-
1100000000;o charakterze gospodarczym;2011;8345;-
1100000000;o charakterze gospodarczym;2012;6123;-
1100000000;o charakterze gospodarczym;2013;6952;-
1100000000;o charakterze gospodarczym;2014;7324;-
1100000000;o charakterze gospodarczym;2015;8520;-
1100000000;przeciwko życiu i zdrowiu;2002;2163;-
1100000000;przeciwko życiu i zdrowiu;2003;2067;-
1100000000;przeciwko życiu i zdrowiu;2004;2297;-
1100000000;przeciwko życiu i zdrowiu;2005;2140;-
1100000000;przeciwko życiu i zdrowiu;2006;2331;-
1100000000;przeciwko życiu i zdrowiu;2007;2245;-
1100000000;przeciwko życiu i zdrowiu;2008;2076;-
1100000000;przeciwko życiu i zdrowiu;2009;1957;-
1100000000;przeciwko życiu i zdrowiu;2010;1943;-
1100000000;przeciwko życiu i zdrowiu;2011;1916;-
1100000000;przeciwko życiu i zdrowiu;2012;1803;-
1100000000;przeciwko życiu i zdrowiu;2013;1696;-
1100000000;przeciwko życiu i zdrowiu;2014;1396;-
1100000000;przeciwko życiu i zdrowiu;2015;1165;-
1100000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2002;2337;-
1100000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2003;2715;-
1100000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2004;2689;-
1100000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2005;2714;-
1100000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2006;3006;-
1100000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2007;2898;-
1100000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2008;2733;-
1100000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2009;2765;-
1100000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2010;2702;-
1100000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2011;2599;-
1100000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2012;2482;-
1100000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2013;2345;-
1100000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2014;1821;-
1100000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2015;1567;-
1100000000;przeciwko rodzinie i opiece;2002;3092;-
1100000000;przeciwko rodzinie i opiece;2003;2830;-
1100000000;przeciwko rodzinie i opiece;2004;2513;-
1100000000;przeciwko rodzinie i opiece;2005;2474;-
1100000000;przeciwko rodzinie i opiece;2006;2432;-
1100000000;przeciwko rodzinie i opiece;2007;2532;-
1100000000;przeciwko rodzinie i opiece;2008;2407;-
1100000000;przeciwko rodzinie i opiece;2009;3191;-
1100000000;przeciwko rodzinie i opiece;2010;3293;-
1100000000;przeciwko rodzinie i opiece;2011;3197;-
1100000000;przeciwko rodzinie i opiece;2012;2570;-
1100000000;przeciwko rodzinie i opiece;2013;2622;-
1100000000;przeciwko rodzinie i opiece;2014;2077;-
1100000000;przeciwko rodzinie i opiece;2015;1688;-
1100000000;przeciwko mieniu;2002;58810;-
1100000000;przeciwko mieniu;2003;60606;-
1100000000;przeciwko mieniu;2004;60343;-
1100000000;przeciwko mieniu;2005;55158;-
1100000000;przeciwko mieniu;2006;45770;-
1100000000;przeciwko mieniu;2007;40282;-
1100000000;przeciwko mieniu;2008;37597;-
1100000000;przeciwko mieniu;2009;34622;-
1100000000;przeciwko mieniu;2010;37231;-
1100000000;przeciwko mieniu;2011;37608;-
1100000000;przeciwko mieniu;2012;36241;-
1100000000;przeciwko mieniu;2013;35329;-
1100000000;przeciwko mieniu;2014;30530;-
1100000000;przeciwko mieniu;2015;27813;-
1100000000;drogowe;2002;12730;-
1100000000;drogowe;2003;13219;-
1100000000;drogowe;2004;12964;-
1100000000;drogowe;2005;12602;-
1100000000;drogowe;2006;13329;-
1100000000;drogowe;2007;11419;-
1100000000;drogowe;2008;12510;-
1100000000;drogowe;2009;12362;-
1100000000;drogowe;2010;11409;-
1100000000;drogowe;2011;11506;-
1100000000;drogowe;2012;10702;-
1100000000;drogowe;2013;9861;-
1100000000;drogowe;2014;5604;-
1100000000;drogowe;2015;5091;-
1100000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2002;45,2;%
1100000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2003;45,4;%
1100000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2004;45,3;%
1100000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2005;48;%
1100000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2006;54,4;%
1100000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2007;57,4;%
1100000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2008;63,5;%
1100000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2009;65,3;%
1100000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2010;65,5;%
1100000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2011;65,8;%
1100000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2012;62,5;%
1100000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2013;62,9;%
1100000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2014;58,7;%
1100000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2015;58,8;%
1100000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2002;;-
1100000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2003;;-
1100000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2004;;-
1100000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2005;33,6;-
1100000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2006;30,94;-
1100000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2007;28,58;-
1100000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2008;27,97;-
1100000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2009;27,93;-
1100000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2010;29,34;-
1100000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2011;29,13;-
1100000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2012;27,08;-
1100000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2013;26,4;-
1100000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2014;20,7;-
1100000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2015;;-
1140000000;ogółem;2002;194145;-
1140000000;ogółem;2003;205581;-
1140000000;ogółem;2004;208600;-
1140000000;ogółem;2005;205990;-
1140000000;ogółem;2006;189162;-
1140000000;ogółem;2007;159857;-
1140000000;ogółem;2008;136522;-
1140000000;ogółem;2009;145274;-
1140000000;ogółem;2010;140040;-
1140000000;ogółem;2011;142551;-
1140000000;ogółem;2012;142841;-
1140000000;ogółem;2013;139641;-
1140000000;ogółem;2014;118521;-
1140000000;ogółem;2015;112453;-
1140000000;ogółem, Polska = 100;2002;;%
1140000000;ogółem, Polska = 100;2003;;%
1140000000;ogółem, Polska = 100;2004;;%
1140000000;ogółem, Polska = 100;2005;14,9;%
1140000000;ogółem, Polska = 100;2006;14,7;%
1140000000;ogółem, Polska = 100;2007;13,9;%
1140000000;ogółem, Polska = 100;2008;12,6;%
1140000000;ogółem, Polska = 100;2009;12,9;%
1140000000;ogółem, Polska = 100;2010;12,3;%
1140000000;ogółem, Polska = 100;2011;12,3;%
1140000000;ogółem, Polska = 100;2012;12,8;%
1140000000;ogółem, Polska = 100;2013;13,2;%
1140000000;ogółem, Polska = 100;2014;13,7;%
1140000000;ogółem, Polska = 100;2015;14,1;%
1140000000;o charakterze kryminalnym;2002;;-
1140000000;o charakterze kryminalnym;2003;;-
1140000000;o charakterze kryminalnym;2004;;-
1140000000;o charakterze kryminalnym;2005;;-
1140000000;o charakterze kryminalnym;2006;;-
1140000000;o charakterze kryminalnym;2007;110383;-
1140000000;o charakterze kryminalnym;2008;98446;-
1140000000;o charakterze kryminalnym;2009;103680;-
1140000000;o charakterze kryminalnym;2010;102076;-
1140000000;o charakterze kryminalnym;2011;102858;-
1140000000;o charakterze kryminalnym;2012;103381;-
1140000000;o charakterze kryminalnym;2013;99148;-
1140000000;o charakterze kryminalnym;2014;86234;-
1140000000;o charakterze kryminalnym;2015;78864;-
1140000000;o charakterze gospodarczym;2002;;-
1140000000;o charakterze gospodarczym;2003;;-
1140000000;o charakterze gospodarczym;2004;;-
1140000000;o charakterze gospodarczym;2005;;-
1140000000;o charakterze gospodarczym;2006;;-
1140000000;o charakterze gospodarczym;2007;18987;-
1140000000;o charakterze gospodarczym;2008;10476;-
1140000000;o charakterze gospodarczym;2009;14045;-
1140000000;o charakterze gospodarczym;2010;12188;-
1140000000;o charakterze gospodarczym;2011;12964;-
1140000000;o charakterze gospodarczym;2012;14042;-
1140000000;o charakterze gospodarczym;2013;16863;-
1140000000;o charakterze gospodarczym;2014;16805;-
1140000000;o charakterze gospodarczym;2015;19081;-
1140000000;przeciwko życiu i zdrowiu;2002;3851;-
1140000000;przeciwko życiu i zdrowiu;2003;3748;-
1140000000;przeciwko życiu i zdrowiu;2004;3918;-
1140000000;przeciwko życiu i zdrowiu;2005;3844;-
1140000000;przeciwko życiu i zdrowiu;2006;3917;-
1140000000;przeciwko życiu i zdrowiu;2007;3653;-
1140000000;przeciwko życiu i zdrowiu;2008;3533;-
1140000000;przeciwko życiu i zdrowiu;2009;3496;-
1140000000;przeciwko życiu i zdrowiu;2010;3483;-
1140000000;przeciwko życiu i zdrowiu;2011;3512;-
1140000000;przeciwko życiu i zdrowiu;2012;3154;-
1140000000;przeciwko życiu i zdrowiu;2013;2725;-
1140000000;przeciwko życiu i zdrowiu;2014;2275;-
1140000000;przeciwko życiu i zdrowiu;2015;1986;-
1140000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2002;5461;-
1140000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2003;5897;-
1140000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2004;5854;-
1140000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2005;5785;-
1140000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2006;6042;-
1140000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2007;5274;-
1140000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2008;4518;-
1140000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2009;4225;-
1140000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2010;4288;-
1140000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2011;4029;-
1140000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2012;4156;-
1140000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2013;3859;-
1140000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2014;3468;-
1140000000;przeciwko wolności, wolności sumienia i wyznania, wolności seksualnej i obyczajności;2015;3001;-
1140000000;przeciwko rodzinie i opiece;2002;7485;-
1140000000;przeciwko rodzinie i opiece;2003;6931;-
1140000000;przeciwko rodzinie i opiece;2004;5815;-
1140000000;przeciwko rodzinie i opiece;2005;4947;-
1140000000;przeciwko rodzinie i opiece;2006;4555;-
1140000000;przeciwko rodzinie i opiece;2007;4672;-
1140000000;przeciwko rodzinie i opiece;2008;4351;-
1140000000;przeciwko rodzinie i opiece;2009;5041;-
1140000000;przeciwko rodzinie i opiece;2010;4943;-
1140000000;przeciwko rodzinie i opiece;2011;4700;-
1140000000;przeciwko rodzinie i opiece;2012;4239;-
1140000000;przeciwko rodzinie i opiece;2013;4717;-
1140000000;przeciwko rodzinie i opiece;2014;4734;-
1140000000;przeciwko rodzinie i opiece;2015;3909;-
1140000000;przeciwko mieniu;2002;132257;-
1140000000;przeciwko mieniu;2003;139033;-
1140000000;przeciwko mieniu;2004;136511;-
1140000000;przeciwko mieniu;2005;124813;-
1140000000;przeciwko mieniu;2006;104821;-
1140000000;przeciwko mieniu;2007;85369;-
1140000000;przeciwko mieniu;2008;76199;-
1140000000;przeciwko mieniu;2009;81870;-
1140000000;przeciwko mieniu;2010;78861;-
1140000000;przeciwko mieniu;2011;80651;-
1140000000;przeciwko mieniu;2012;81127;-
1140000000;przeciwko mieniu;2013;77577;-
1140000000;przeciwko mieniu;2014;69670;-
1140000000;przeciwko mieniu;2015;66097;-
1140000000;drogowe;2002;18181;-
1140000000;drogowe;2003;19435;-
1140000000;drogowe;2004;23636;-
1140000000;drogowe;2005;30992;-
1140000000;drogowe;2006;31168;-
1140000000;drogowe;2007;24284;-
1140000000;drogowe;2008;22024;-
1140000000;drogowe;2009;21876;-
1140000000;drogowe;2010;19783;-
1140000000;drogowe;2011;21295;-
1140000000;drogowe;2012;20457;-
1140000000;drogowe;2013;19715;-
1140000000;drogowe;2014;11918;-
1140000000;drogowe;2015;10169;-
1140000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2002;42,3;%
1140000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2003;44,3;%
1140000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2004;46,2;%
1140000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2005;50,4;%
1140000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2006;57,2;%
1140000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2007;60,4;%
1140000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2008;58,7;%
1140000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2009;59,1;%
1140000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2010;59,9;%
1140000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2011;61,1;%
1140000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2012;60,4;%
1140000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2013;59;%
1140000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2014;54,7;%
1140000000;wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję;2015;53,8;%
1140000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2002;;-
1140000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2003;;-
1140000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2004;;-
1140000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2005;40;-
1140000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2006;36,63;-
1140000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2007;30,87;-
1140000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2008;26,28;-
1140000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2009;27,86;-
1140000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2010;26,64;-
1140000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2011;27,03;-
1140000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2012;26,99;-
1140000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2013;26,31;-
1140000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2014;22,26;-
1140000000;przestępstwa stwierdzone przez Policję na 1000 mieszkańców;2015;;-
2120000000;ogółem;2002;106208;-
2120000000;ogółem;2003;129312;-
2120000000;ogółem;2004;126953;-
2120000000;ogółem;2005;115179;-
2120000000;ogółem;2006;105630;-
2120000000;ogółem;2007;87006;-
2120000000;ogółem;2008;82445;-
2120000000;ogółem;2009;88216;-
2120000000;ogółem;2010;94302;-
2120000000;ogółem;2011;98443;-
2120000000;ogółem;2012;96920;-
2120000000;ogółem;2013;86529;-
2120000000;ogółem;2014;73687;-
2120000000;ogółem;2015;69300;-
2120000000;ogółem, Polska = 100;2002;;%
2120000000;ogółem, Polska = 100;2003;;%
2120000000;ogółem, Polska = 100;2004;;%
2120000000;ogółem, Polska = 100;2005;8,3;%
2120000000;ogółem, Polska = 100;2006;8,2;%
2120000000;ogółem, Polska = 100;2007;7,5;%
2120000000;ogółem, Polska = 100;2008;7,6;%
2120000000;ogółem, Polska = 100;2009;7,8;%
2120000000;ogółem, Polska = 100;2010;8,3;%
2120000000;ogółem, Polska = 100;2011;8,5;%
2120000000;ogółem, Polska = 100;2012;8,7;%
2120000000;ogółem, Polska = 100;2013;8,2;%
