Kod;Wyszczególnienie;Rok;Wartosc;Jednostka miary
2240000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2008;322,31;osoba
2240000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2009;345,14;osoba
2240000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2010;305,69;osoba
2240000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2011;293,06;osoba
2240000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2012;285,76;osoba
2240000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2013;274,74;osoba
2240000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2014;290,81;osoba
2240000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2015;329,64;osoba
3060000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2004;1215,33;osoba
3060000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2005;1174,36;osoba
3060000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2006;1203,08;osoba
3060000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2007;1262,36;osoba
3060000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2008;1273,16;osoba
3060000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2009;1203,8;osoba
3060000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2010;1256,41;osoba
3060000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2011;1289,7;osoba
3060000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2012;1164,95;osoba
3060000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2013;1182,1;osoba
3060000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2014;1164,72;osoba
3060000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2015;1064,01;osoba
3060000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2004;120,66;osoba
3060000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2005;110,58;osoba
3060000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2006;81,09;osoba
3060000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2007;118,02;osoba
3060000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2008;144,37;osoba
3060000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2009;103,56;osoba
3060000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2010;107,29;osoba
3060000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2011;109,28;osoba
3060000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2012;103,31;osoba
3060000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2013;87,44;osoba
3060000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2014;94,58;osoba
3060000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2015;104,55;osoba
3180000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2004;1269,96;osoba
3180000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2005;1270,13;osoba
3180000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2006;1269,71;osoba
3180000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2007;1269,58;osoba
3180000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2008;1233,55;osoba
3180000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2009;1416,26;osoba
3180000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2010;1571,6;osoba
3180000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2011;1594,52;osoba
3180000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2012;1401,28;osoba
3180000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2013;1391,7;osoba
3180000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2014;1400,78;osoba
3180000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2015;1399,77;osoba
3180000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2004;102,06;osoba
3180000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2005;90,76;osoba
3180000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2006;86,92;osoba
3180000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2007;104,04;osoba
3180000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2008;113,72;osoba
3180000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2009;118,17;osoba
3180000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2010;105,27;osoba
3180000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2011;114,85;osoba
3180000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2012;103,98;osoba
3180000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2013;105,58;osoba
3180000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2014;105,88;osoba
3180000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2015;88,4;osoba
3200000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2004;648,21;osoba
3200000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2005;772,5;osoba
3200000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2006;717,52;osoba
3200000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2007;715,45;osoba
3200000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2008;556,76;osoba
3200000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2009;530,18;osoba
3200000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2010;535,82;osoba
3200000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2011;569,19;osoba
3200000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2012;311,11;osoba
3200000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2013;305,62;osoba
3200000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2014;303,6;osoba
3200000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2015;299,07;osoba
3200000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2004;268,14;osoba
3200000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2005;280,84;osoba
3200000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2006;297,56;osoba
3200000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2007;331,02;osoba
3200000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2008;337,99;osoba
3200000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2009;335,84;osoba
3200000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2010;308,69;osoba
3200000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2011;273,71;osoba
3200000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2012;218,36;osoba
3200000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2013;278,08;osoba
3200000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2014;251,84;osoba
3200000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2015;265,66;osoba
3260000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2004;1109,99;osoba
3260000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2005;1035,46;osoba
3260000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2006;1031,3;osoba
3260000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2007;1027,84;osoba
3260000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2008;1024,79;osoba
3260000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2009;1022,64;osoba
3260000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2010;651,7;osoba
3260000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2011;649,45;osoba
3260000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2012;716,94;osoba
3260000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2013;716,92;osoba
3260000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2014;714,06;osoba
3260000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2015;710,67;osoba
3260000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2004;203,58;osoba
3260000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2005;210,35;osoba
3260000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2006;219,54;osoba
3260000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2007;186,95;osoba
3260000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2008;219,31;osoba
3260000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2009;193,98;osoba
3260000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2010;212,3;osoba
3260000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2011;192,82;osoba
3260000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2012;196,35;osoba
3260000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2013;223,02;osoba
3260000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2014;232,67;osoba
3260000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2015;266,59;osoba
4080000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2004;716,74;osoba
4080000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2005;672,8;osoba
4080000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2006;654,03;osoba
4080000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2007;687,44;osoba
4080000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2008;749,04;osoba
4080000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2009;776,96;osoba
4080000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2010;772,82;osoba
4080000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2011;470,63;osoba
4080000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2012;350,21;osoba
4080000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2013;332,83;osoba
4080000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2014;340,56;osoba
4080000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2015;337,22;osoba
4080000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2004;182,93;osoba
4080000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2005;186,42;osoba
4080000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2006;165,02;osoba
4080000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2007;175,99;osoba
4080000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2008;370,64;osoba
4080000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2009;450,44;osoba
4080000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2010;352,9;osoba
4080000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2011;144,73;osoba
4080000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2012;221,54;osoba
4080000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2013;522,93;osoba
4080000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2014;821,89;osoba
4080000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2015;228,95;osoba
4300000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2004;837,34;osoba
4300000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2005;820,54;osoba
4300000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2006;806,52;osoba
4300000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2007;836,47;osoba
4300000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2008;795,14;osoba
4300000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2009;765,91;osoba
4300000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2010;766,45;osoba
4300000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2011;784,8;osoba
4300000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2012;771,61;osoba
4300000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2013;762,82;osoba
4300000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2014;768,78;osoba
4300000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2015;768,03;osoba
4300000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2004;181,11;osoba
4300000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2005;169,23;osoba
4300000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2006;212,68;osoba
4300000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2007;182,21;osoba
4300000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2008;214,58;osoba
4300000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2009;214,96;osoba
4300000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2010;246,1;osoba
4300000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2011;176,49;osoba
4300000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2012;190,05;osoba
4300000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2013;184,77;osoba
4300000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2014;212,97;osoba
4300000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2015;184,12;osoba
4320000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2004;508,97;osoba
4320000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2005;512,77;osoba
4320000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2006;487,29;osoba
4320000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2007;582,74;osoba
4320000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2008;571,75;osoba
4320000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2009;575,14;osoba
4320000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2010;532,35;osoba
4320000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2011;524,11;osoba
4320000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2012;595,02;osoba
4320000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2013;494,21;osoba
4320000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2014;423,98;osoba
4320000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2015;405,71;osoba
4320000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2004;255,48;osoba
4320000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2005;301,84;osoba
4320000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2006;278,97;osoba
4320000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2007;210,06;osoba
4320000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2008;282,1;osoba
4320000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2009;260,26;osoba
4320000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2010;230,28;osoba
4320000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2011;238,99;osoba
4320000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2012;212,84;osoba
4320000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2013;222,58;osoba
4320000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2014;258,47;osoba
4320000000;widzowie i słuchacze w teatrach i instytucjach muzycznych na 1000 ludności;2015;335,83;osoba
5020000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2004;525,72;osoba
5020000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2005;528,4;osoba
5020000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2006;430,26;osoba
5020000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2007;428,46;osoba
5020000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2008;455,37;osoba
5020000000;ludność na 1 miejsce w teatrach i instytucjach muzycznych;2009;435,92;osoba
