Kod;Typy szkół;Rok;Wartosc;Jednostka miary
2120000000;licea ogólnokształcące dla dorosłych;2010;23;osoba
2120000000;licea ogólnokształcące dla dorosłych;2011;22;osoba
2120000000;licea ogólnokształcące dla dorosłych;2012;28;osoba
2120000000;licea ogólnokształcące dla dorosłych;2013;29;osoba
2120000000;licea ogólnokształcące dla dorosłych;2014;27;osoba
2120000000;licea ogólnokształcące dla dorosłych;2015;26;osoba
2120000000;uzupełniające licea ogólnokształcące dla dorosłych;2010;25;osoba
2120000000;uzupełniające licea ogólnokształcące dla dorosłych;2011;26;osoba
2120000000;uzupełniające licea ogólnokształcące dla dorosłych;2012;22;osoba
2120000000;uzupełniające licea ogólnokształcące dla dorosłych;2013;19;osoba
2120000000;uzupełniające licea ogólnokształcące dla dorosłych;2014;;osoba
2120000000;uzupełniające licea ogólnokształcące dla dorosłych;2015;;osoba
2240000000;ogółem;2010;28;osoba
2240000000;ogółem;2011;27;osoba
2240000000;ogółem;2012;28;osoba
2240000000;ogółem;2013;28;osoba
2240000000;ogółem;2014;2;osoba
2240000000;ogółem;2015;2;osoba
2240000000;szkoły ogólnokształcące dla młodzieży;2010;28;osoba
2240000000;szkoły ogólnokształcące dla młodzieży;2011;28;osoba
2240000000;szkoły ogólnokształcące dla młodzieży;2012;27;osoba
2240000000;szkoły ogólnokształcące dla młodzieży;2013;27;osoba
2240000000;szkoły ogólnokształcące dla młodzieży;2014;27;osoba
2240000000;szkoły ogólnokształcące dla młodzieży;2015;27;osoba
2240000000;licea ogólnokształcące dla młodzieży bez specjalnych;2010;28;osoba
2240000000;licea ogólnokształcące dla młodzieży bez specjalnych;2011;28;osoba
2240000000;licea ogólnokształcące dla młodzieży bez specjalnych;2012;28;osoba
2240000000;licea ogólnokształcące dla młodzieży bez specjalnych;2013;27;osoba
2240000000;licea ogólnokształcące dla młodzieży bez specjalnych;2014;27;osoba
2240000000;licea ogólnokształcące dla młodzieży bez specjalnych;2015;27;osoba
2240000000;licea ogólnokształcące specjalne dla młodzieży;2010;9;osoba
2240000000;licea ogólnokształcące specjalne dla młodzieży;2011;9;osoba
2240000000;licea ogólnokształcące specjalne dla młodzieży;2012;8;osoba
2240000000;licea ogólnokształcące specjalne dla młodzieży;2013;9;osoba
2240000000;licea ogólnokształcące specjalne dla młodzieży;2014;8;osoba
2240000000;licea ogólnokształcące specjalne dla młodzieży;2015;7;osoba
2240000000;uzupełniające licea ogólnokształcące dla młodzieży (bez specjalnych);2010;13;osoba
2240000000;uzupełniające licea ogólnokształcące dla młodzieży (bez specjalnych);2011;0;osoba
2240000000;uzupełniające licea ogólnokształcące dla młodzieży (bez specjalnych);2012;0;osoba
2240000000;uzupełniające licea ogólnokształcące dla młodzieży (bez specjalnych);2013;0;osoba
2240000000;uzupełniające licea ogólnokształcące dla młodzieży (bez specjalnych);2014;;osoba
2240000000;uzupełniające licea ogólnokształcące dla młodzieży (bez specjalnych);2015;;osoba
2240000000;uzupełniające licea ogólnokształcące dla młodzieży specjalne;2010;10;osoba
2240000000;uzupełniające licea ogólnokształcące dla młodzieży specjalne;2011;10;osoba
2240000000;uzupełniające licea ogólnokształcące dla młodzieży specjalne;2012;10;osoba
2240000000;uzupełniające licea ogólnokształcące dla młodzieży specjalne;2013;0;osoba
2240000000;uzupełniające licea ogólnokształcące dla młodzieży specjalne;2014;;osoba
2240000000;uzupełniające licea ogólnokształcące dla młodzieży specjalne;2015;;osoba
2240000000;szkoły ogólnokształcące dla dorosłych;2010;28;osoba
2240000000;szkoły ogólnokształcące dla dorosłych;2011;27;osoba
2240000000;szkoły ogólnokształcące dla dorosłych;2012;29;osoba
2240000000;szkoły ogólnokształcące dla dorosłych;2013;29;osoba
2240000000;szkoły ogólnokształcące dla dorosłych;2014;28;osoba
2240000000;szkoły ogólnokształcące dla dorosłych;2015;26;osoba
2240000000;licea ogólnokształcące dla dorosłych;2010;29;osoba
2240000000;licea ogólnokształcące dla dorosłych;2011;27;osoba
2240000000;licea ogólnokształcące dla dorosłych;2012;31;osoba
2240000000;licea ogólnokształcące dla dorosłych;2013;30;osoba
2240000000;licea ogólnokształcące dla dorosłych;2014;28;osoba
2240000000;licea ogólnokształcące dla dorosłych;2015;26;osoba
2240000000;uzupełniające licea ogólnokształcące dla dorosłych;2010;27;osoba
2240000000;uzupełniające licea ogólnokształcące dla dorosłych;2011;27;osoba
2240000000;uzupełniające licea ogólnokształcące dla dorosłych;2012;21;osoba
2240000000;uzupełniające licea ogólnokształcące dla dorosłych;2013;17;osoba
2240000000;uzupełniające licea ogólnokształcące dla dorosłych;2014;;osoba
2240000000;uzupełniające licea ogólnokształcące dla dorosłych;2015;;osoba
3060000000;ogółem;2010;27;osoba
3060000000;ogółem;2011;27;osoba
3060000000;ogółem;2012;27;osoba
3060000000;ogółem;2013;27;osoba
3060000000;ogółem;2014;3;osoba
3060000000;ogółem;2015;4;osoba
3060000000;szkoły ogólnokształcące dla młodzieży;2010;28;osoba
3060000000;szkoły ogólnokształcące dla młodzieży;2011;27;osoba
3060000000;szkoły ogólnokształcące dla młodzieży;2012;27;osoba
3060000000;szkoły ogólnokształcące dla młodzieży;2013;27;osoba
3060000000;szkoły ogólnokształcące dla młodzieży;2014;27;osoba
3060000000;szkoły ogólnokształcące dla młodzieży;2015;26;osoba
3060000000;licea ogólnokształcące dla młodzieży bez specjalnych;2010;28;osoba
3060000000;licea ogólnokształcące dla młodzieży bez specjalnych;2011;27;osoba
3060000000;licea ogólnokształcące dla młodzieży bez specjalnych;2012;27;osoba
3060000000;licea ogólnokształcące dla młodzieży bez specjalnych;2013;27;osoba
3060000000;licea ogólnokształcące dla młodzieży bez specjalnych;2014;27;osoba
3060000000;licea ogólnokształcące dla młodzieży bez specjalnych;2015;27;osoba
3060000000;licea ogólnokształcące specjalne dla młodzieży;2010;8;osoba
3060000000;licea ogólnokształcące specjalne dla młodzieży;2011;9;osoba
3060000000;licea ogólnokształcące specjalne dla młodzieży;2012;8;osoba
3060000000;licea ogólnokształcące specjalne dla młodzieży;2013;6;osoba
3060000000;licea ogólnokształcące specjalne dla młodzieży;2014;7;osoba
3060000000;licea ogólnokształcące specjalne dla młodzieży;2015;7;osoba
3060000000;uzupełniające licea ogólnokształcące dla młodzieży (bez specjalnych);2010;21;osoba
3060000000;uzupełniające licea ogólnokształcące dla młodzieży (bez specjalnych);2011;34;osoba
3060000000;uzupełniające licea ogólnokształcące dla młodzieży (bez specjalnych);2012;17;osoba
3060000000;uzupełniające licea ogólnokształcące dla młodzieży (bez specjalnych);2013;0;osoba
3060000000;uzupełniające licea ogólnokształcące dla młodzieży (bez specjalnych);2014;;osoba
3060000000;uzupełniające licea ogólnokształcące dla młodzieży (bez specjalnych);2015;;osoba
3060000000;uzupełniające licea ogólnokształcące dla młodzieży specjalne;2010;10;osoba
3060000000;uzupełniające licea ogólnokształcące dla młodzieży specjalne;2011;9;osoba
3060000000;uzupełniające licea ogólnokształcące dla młodzieży specjalne;2012;9;osoba
3060000000;uzupełniające licea ogólnokształcące dla młodzieży specjalne;2013;0;osoba
3060000000;uzupełniające licea ogólnokształcące dla młodzieży specjalne;2014;;osoba
3060000000;uzupełniające licea ogólnokształcące dla młodzieży specjalne;2015;;osoba
3060000000;szkoły ogólnokształcące dla dorosłych;2010;25;osoba
3060000000;szkoły ogólnokształcące dla dorosłych;2011;24;osoba
3060000000;szkoły ogólnokształcące dla dorosłych;2012;25;osoba
3060000000;szkoły ogólnokształcące dla dorosłych;2013;27;osoba
3060000000;szkoły ogólnokształcące dla dorosłych;2014;26;osoba
3060000000;szkoły ogólnokształcące dla dorosłych;2015;25;osoba
3060000000;licea ogólnokształcące dla dorosłych;2010;26;osoba
3060000000;licea ogólnokształcące dla dorosłych;2011;24;osoba
3060000000;licea ogólnokształcące dla dorosłych;2012;26;osoba
3060000000;licea ogólnokształcące dla dorosłych;2013;27;osoba
3060000000;licea ogólnokształcące dla dorosłych;2014;26;osoba
3060000000;licea ogólnokształcące dla dorosłych;2015;25;osoba
3060000000;uzupełniające licea ogólnokształcące dla dorosłych;2010;25;osoba
3060000000;uzupełniające licea ogólnokształcące dla dorosłych;2011;23;osoba
3060000000;uzupełniające licea ogólnokształcące dla dorosłych;2012;20;osoba
3060000000;uzupełniające licea ogólnokształcące dla dorosłych;2013;17;osoba
3060000000;uzupełniające licea ogólnokształcące dla dorosłych;2014;;osoba
3060000000;uzupełniające licea ogólnokształcące dla dorosłych;2015;;osoba
3180000000;ogółem;2010;29;osoba
3180000000;ogółem;2011;28;osoba
3180000000;ogółem;2012;29;osoba
3180000000;ogółem;2013;29;osoba
3180000000;ogółem;2014;3;osoba
3180000000;ogółem;2015;4;osoba
3180000000;szkoły ogólnokształcące dla młodzieży;2010;29;osoba
3180000000;szkoły ogólnokształcące dla młodzieży;2011;29;osoba
3180000000;szkoły ogólnokształcące dla młodzieży;2012;29;osoba
3180000000;szkoły ogólnokształcące dla młodzieży;2013;29;osoba
3180000000;szkoły ogólnokształcące dla młodzieży;2014;28;osoba
3180000000;szkoły ogólnokształcące dla młodzieży;2015;28;osoba
3180000000;licea ogólnokształcące dla młodzieży bez specjalnych;2010;29;osoba
3180000000;licea ogólnokształcące dla młodzieży bez specjalnych;2011;29;osoba
3180000000;licea ogólnokształcące dla młodzieży bez specjalnych;2012;29;osoba
3180000000;licea ogólnokształcące dla młodzieży bez specjalnych;2013;29;osoba
3180000000;licea ogólnokształcące dla młodzieży bez specjalnych;2014;28;osoba
3180000000;licea ogólnokształcące dla młodzieży bez specjalnych;2015;28;osoba
3180000000;licea ogólnokształcące specjalne dla młodzieży;2010;11;osoba
3180000000;licea ogólnokształcące specjalne dla młodzieży;2011;14;osoba
3180000000;licea ogólnokształcące specjalne dla młodzieży;2012;12;osoba
3180000000;licea ogólnokształcące specjalne dla młodzieży;2013;14;osoba
3180000000;licea ogólnokształcące specjalne dla młodzieży;2014;12;osoba
3180000000;licea ogólnokształcące specjalne dla młodzieży;2015;12;osoba
3180000000;uzupełniające licea ogólnokształcące dla młodzieży (bez specjalnych);2010;22;osoba
3180000000;uzupełniające licea ogólnokształcące dla młodzieży (bez specjalnych);2011;18;osoba
3180000000;uzupełniające licea ogólnokształcące dla młodzieży (bez specjalnych);2012;0;osoba
3180000000;uzupełniające licea ogólnokształcące dla młodzieży (bez specjalnych);2013;0;osoba
3180000000;uzupełniające licea ogólnokształcące dla młodzieży (bez specjalnych);2014;;osoba
3180000000;uzupełniające licea ogólnokształcące dla młodzieży (bez specjalnych);2015;;osoba
3180000000;uzupełniające licea ogólnokształcące dla młodzieży specjalne;2010;12;osoba
3180000000;uzupełniające licea ogólnokształcące dla młodzieży specjalne;2011;11;osoba
3180000000;uzupełniające licea ogólnokształcące dla młodzieży specjalne;2012;10;osoba
3180000000;uzupełniające licea ogólnokształcące dla młodzieży specjalne;2013;0;osoba
3180000000;uzupełniające licea ogólnokształcące dla młodzieży specjalne;2014;;osoba
3180000000;uzupełniające licea ogólnokształcące dla młodzieży specjalne;2015;;osoba
3180000000;szkoły ogólnokształcące dla dorosłych;2010;28;osoba
3180000000;szkoły ogólnokształcące dla dorosłych;2011;27;osoba
3180000000;szkoły ogólnokształcące dla dorosłych;2012;27;osoba
3180000000;szkoły ogólnokształcące dla dorosłych;2013;29;osoba
3180000000;szkoły ogólnokształcące dla dorosłych;2014;27;osoba
3180000000;szkoły ogólnokształcące dla dorosłych;2015;26;osoba
3180000000;licea ogólnokształcące dla dorosłych;2010;26;osoba
3180000000;licea ogólnokształcące dla dorosłych;2011;25;osoba
3180000000;licea ogólnokształcące dla dorosłych;2012;28;osoba
3180000000;licea ogólnokształcące dla dorosłych;2013;29;osoba
3180000000;licea ogólnokształcące dla dorosłych;2014;27;osoba
3180000000;licea ogólnokształcące dla dorosłych;2015;26;osoba
3180000000;uzupełniające licea ogólnokształcące dla dorosłych;2010;29;osoba
3180000000;uzupełniające licea ogólnokształcące dla dorosłych;2011;29;osoba
3180000000;uzupełniające licea ogólnokształcące dla dorosłych;2012;24;osoba
3180000000;uzupełniające licea ogólnokształcące dla dorosłych;2013;21;osoba
3180000000;uzupełniające licea ogólnokształcące dla dorosłych;2014;;osoba
3180000000;uzupełniające licea ogólnokształcące dla dorosłych;2015;;osoba
3200000000;ogółem;2010;27;osoba
3200000000;ogółem;2011;26;osoba
3200000000;ogółem;2012;26;osoba
3200000000;ogółem;2013;27;osoba
3200000000;ogółem;2014;4;osoba
3200000000;ogółem;2015;4;osoba
3200000000;szkoły ogólnokształcące dla młodzieży;2010;28;osoba
3200000000;szkoły ogólnokształcące dla młodzieży;2011;28;osoba
3200000000;szkoły ogólnokształcące dla młodzieży;2012;27;osoba
3200000000;szkoły ogólnokształcące dla młodzieży;2013;27;osoba
3200000000;szkoły ogólnokształcące dla młodzieży;2014;27;osoba
3200000000;szkoły ogólnokształcące dla młodzieży;2015;26;osoba
3200000000;licea ogólnokształcące dla młodzieży bez specjalnych;2010;28;osoba
3200000000;licea ogólnokształcące dla młodzieży bez specjalnych;2011;28;osoba
3200000000;licea ogólnokształcące dla młodzieży bez specjalnych;2012;28;osoba
3200000000;licea ogólnokształcące dla młodzieży bez specjalnych;2013;27;osoba
3200000000;licea ogólnokształcące dla młodzieży bez specjalnych;2014;27;osoba
3200000000;licea ogólnokształcące dla młodzieży bez specjalnych;2015;26;osoba
3200000000;licea ogólnokształcące specjalne dla młodzieży;2010;0;osoba
3200000000;licea ogólnokształcące specjalne dla młodzieży;2011;0;osoba
3200000000;licea ogólnokształcące specjalne dla młodzieży;2012;13;osoba
3200000000;licea ogólnokształcące specjalne dla młodzieży;2013;16;osoba
